Barangay,Year,Month,Cases
Namayan,2021,April,0
Niugan,2021,April,0
Pamarawan,2021,April,0
Panasahan,2021,April,1
Pinagbakahan,2021,April,1
San Agustin,2021,April,0
San Gabriel,2021,April,0
San Juan,2021,April,0
San Pablo,2021,April,0
San Vicente,2021,April,0
Santiago,2021,April,0
Santisima Trinidad,2021,April,0
Santo Cristo,2021,April,0
Santo Niño,2021,April,0
Santo Rosario,2021,April,0
Santor,2021,April,0
Sumapang Bata,2021,April,0
Sumapang Matanda,2021,April,1
Taal,2021,April,0
Tikay,2021,April,0
Anilao,2021,May,0
Atlag,2021,May,1
Babatnin,2021,May,0
Bagna,2021,May,0
Bagong Bayan,2021,May,0
Balayong,2021,May,0
Balite,2021,May,1
Bangkal,2021,May,0
Barihan,2021,May,0
Bulihan,2021,May,1
Bungahan,2021,May,0
Caingin,2021,May,0
Calero,2021,May,0
Caliligawan,2021,May,0
Canalate,2021,May,0
Caniogan,2021,May,0
Catmon,2021,May,0
Cofradia,2021,May,0
Dakila,2021,May,0
Guinhawa,2021,May,0
Liang,2021,May,0
Ligas,2021,May,0
Longos,2021,May,3
Look 1St,2021,May,0
Look 2Nd,2021,May,0
Lugam,2021,May,0
Mabolo,2021,May,0
Mambog,2021,May,0
Masile,2021,May,0
Matimbo,2021,May,0
Mojon,2021,May,1
Namayan,2021,May,0
Niugan,2021,May,0
Pamarawan,2021,May,0
Panasahan,2021,May,0
Pinagbakahan,2021,May,0
San Agustin,2021,May,0
San Gabriel,2021,May,0
San Juan,2021,May,0
San Pablo,2021,May,0
San Vicente,2021,May,0
Santiago,2021,May,0
Santisima Trinidad,2021,May,3
Santo Cristo,2021,May,0
Santo Niño,2021,May,0
Santo Rosario,2021,May,2
Santor,2021,May,1
Sumapang Bata,2021,May,0
Sumapang Matanda,2021,May,0
Taal,2021,May,1
Tikay,2021,May,0
Anilao,2021,June,0
Atlag,2021,June,0
Babatnin,2021,June,0
Bagna,2021,June,0
Bagong Bayan,2021,June,0
Balayong,2021,June,0
Balite,2021,June,0
Bangkal,2021,June,0
Barihan,2021,June,0
Bulihan,2021,June,0
Bungahan,2021,June,0
Caingin,2021,June,0
Calero,2021,June,0
Caliligawan,2021,June,0
Canalate,2021,June,0
Caniogan,2021,June,0
Catmon,2021,June,0
Cofradia,2021,June,0
Dakila,2021,June,0
Guinhawa,2021,June,0
Liang,2021,June,0
Ligas,2021,June,0
Longos,2021,June,0
Look 1St,2021,June,0
Look 2Nd,2021,June,0
Lugam,2021,June,0
Mabolo,2021,June,0
Mambog,2021,June,0
Masile,2021,June,0
Matimbo,2021,June,0
Mojon,2021,June,0
Namayan,2021,June,0
Niugan,2021,June,0
Pamarawan,2021,June,0
Panasahan,2021,June,0
Pinagbakahan,2021,June,0
San Agustin,2021,June,0
San Gabriel,2021,June,0
San Juan,2021,June,0
San Pablo,2021,June,1
San Vicente,2021,June,0
Santiago,2021,June,0
Santisima Trinidad,2021,June,0
Santo Cristo,2021,June,0
Santo Niño,2021,June,0
Santo Rosario,2021,June,1
Santor,2021,June,1
Sumapang Bata,2021,June,0
Sumapang Matanda,2021,June,0
Taal,2021,June,1
Tikay,2021,June,0
Anilao,2021,July,0
Atlag,2021,July,0
Babatnin,2021,July,0
Bagna,2021,July,0
Bagong Bayan,2021,July,0
Balayong,2021,July,0
Balite,2021,July,0
Bangkal,2021,July,0
Barihan,2021,July,1
Bulihan,2021,July,0
Bungahan,2021,July,0
Caingin,2021,July,1
Calero,2021,July,0
Caliligawan,2021,July,0
Canalate,2021,July,0
Caniogan,2021,July,1
Catmon,2021,July,0
Cofradia,2021,July,0
Dakila,2021,July,0
Guinhawa,2021,July,0
Liang,2021,July,0
Ligas,2021,July,0
Longos,2021,July,2
Look 1St,2021,July,1
Look 2Nd,2021,July,0
Lugam,2021,July,1
Mabolo,2021,July,1
Mambog,2021,July,0
Masile,2021,July,0
Matimbo,2021,July,1
Mojon,2021,July,1
Namayan,2021,July,0
Niugan,2021,July,0
Pamarawan,2021,July,0
Panasahan,2021,July,0
Pinagbakahan,2021,July,0
San Agustin,2021,July,0
San Gabriel,2021,July,0
San Juan,2021,July,0
San Pablo,2021,July,1
San Vicente,2021,July,0
Santiago,2021,July,0
Santisima Trinidad,2021,July,0
Santo Cristo,2021,July,0
Santo Niño,2021,July,0
Santo Rosario,2021,July,3
Santor,2021,July,1
Sumapang Bata,2021,July,0
Sumapang Matanda,2021,July,1
Taal,2021,July,0
Tikay,2021,July,0
Anilao,2021,August,0
Atlag,2021,August,0
Babatnin,2021,August,0
Bagna,2021,August,0
Bagong Bayan,2021,August,1
Balayong,2021,August,0
Balite,2021,August,1
Bangkal,2021,August,2
Barihan,2021,August,1
Bulihan,2021,August,0
Bungahan,2021,August,0
Caingin,2021,August,0
Calero,2021,August,0
Caliligawan,2021,August,0
Canalate,2021,August,0
Caniogan,2021,August,0
Catmon,2021,August,1
Cofradia,2021,August,1
Dakila,2021,August,0
Guinhawa,2021,August,0
Liang,2021,August,0
Ligas,2021,August,1
Longos,2021,August,1
Look 1St,2021,August,1
Look 2Nd,2021,August,0
Lugam,2021,August,0
Mabolo,2021,August,0
Mambog,2021,August,0
Masile,2021,August,0
Matimbo,2021,August,0
Mojon,2021,August,1
Namayan,2021,August,0
Niugan,2021,August,0
Pamarawan,2021,August,0
Panasahan,2021,August,0
Pinagbakahan,2021,August,0
San Agustin,2021,August,0
San Gabriel,2021,August,0
San Juan,2021,August,0
San Pablo,2021,August,0
San Vicente,2021,August,0
Santiago,2021,August,0
Santisima Trinidad,2021,August,0
Santo Cristo,2021,August,1
Santo Niño,2021,August,0
Santo Rosario,2021,August,1
Santor,2021,August,0
Sumapang Bata,2021,August,0
Sumapang Matanda,2021,August,1
Taal,2021,August,0
Tikay,2021,August,1
Anilao,2021,September,0
Atlag,2021,September,0
Babatnin,2021,September,0
Bagna,2021,September,0
Bagong Bayan,2021,September,0
Balayong,2021,September,0
Balite,2021,September,1
Bangkal,2021,September,0
Barihan,2021,September,0
Bulihan,2021,September,0
Bungahan,2021,September,0
Caingin,2021,September,0
Calero,2021,September,0
Caliligawan,2021,September,0
Canalate,2021,September,0
Caniogan,2021,September,0
Catmon,2021,September,0
Cofradia,2021,September,0
Dakila,2021,September,0
Guinhawa,2021,September,0
Liang,2021,September,1
Ligas,2021,September,0
Longos,2021,September,0
Look 1St,2021,September,0
Look 2Nd,2021,September,0
Lugam,2021,September,0
Mabolo,2021,September,0
Mambog,2021,September,0
Masile,2021,September,0
Matimbo,2021,September,0
Mojon,2021,September,0
Namayan,2021,September,0
Niugan,2021,September,0
Pamarawan,2021,September,1
Panasahan,2021,September,0
Pinagbakahan,2021,September,0
San Agustin,2021,September,0
San Gabriel,2021,September,0
San Juan,2021,September,0
San Pablo,2021,September,0
San Vicente,2021,September,0
Santiago,2021,September,0
Santisima Trinidad,2021,September,0
Santo Cristo,2021,September,0
Santo Niño,2021,September,0
Santo Rosario,2021,September,0
Santor,2021,September,0
Sumapang Bata,2021,September,0
Sumapang Matanda,2021,September,0
Taal,2021,September,0
Tikay,2021,September,0
Anilao,2021,October,0
Atlag,2021,October,0
Babatnin,2021,October,0
Bagna,2021,October,0
Bagong Bayan,2021,October,1
Balayong,2021,October,0
Balite,2021,October,0
Bangkal,2021,October,0
Barihan,2021,October,1
Bulihan,2021,October,2
Bungahan,2021,October,0
Caingin,2021,October,1
Calero,2021,October,0
Caliligawan,2021,October,0
Canalate,2021,October,1
Caniogan,2021,October,0
Catmon,2021,October,0
Cofradia,2021,October,0
Dakila,2021,October,0
Guinhawa,2021,October,0
Liang,2021,October,0
Ligas,2021,October,0
Longos,2021,October,0
Look 1St,2021,October,2
Look 2Nd,2021,October,0
Lugam,2021,October,1
Mabolo,2021,October,0
Mambog,2021,October,0
Masile,2021,October,0
Matimbo,2021,October,1
Mojon,2021,October,1
Namayan,2021,October,0
Niugan,2021,October,0
Pamarawan,2021,October,0
Panasahan,2021,October,1
Pinagbakahan,2021,October,2
San Agustin,2021,October,0
San Gabriel,2021,October,0
San Juan,2021,October,0
San Pablo,2021,October,0
San Vicente,2021,October,0
Santiago,2021,October,0
Santisima Trinidad,2021,October,0
Santo Cristo,2021,October,0
Santo Niño,2021,October,1
Santo Rosario,2021,October,0
Santor,2021,October,0
Sumapang Bata,2021,October,0
Sumapang Matanda,2021,October,2
Taal,2021,October,0
Tikay,2021,October,0
Anilao,2021,November,0
Atlag,2021,November,0
Babatnin,2021,November,1
Bagna,2021,November,2
Bagong Bayan,2021,November,0
Balayong,2021,November,0
Balite,2021,November,0
Bangkal,2021,November,0
Barihan,2021,November,1
Bulihan,2021,November,0
Bungahan,2021,November,0
Caingin,2021,November,2
Calero,2021,November,0
Caliligawan,2021,November,0
Canalate,2021,November,0
Caniogan,2021,November,0
Catmon,2021,November,0
Cofradia,2021,November,0
Dakila,2021,November,0
Guinhawa,2021,November,0
Liang,2021,November,0
Ligas,2021,November,0
Longos,2021,November,2
Look 1St,2021,November,1
Look 2Nd,2021,November,1
Lugam,2021,November,1
Mabolo,2021,November,0
Mambog,2021,November,1
Masile,2021,November,0
Matimbo,2021,November,0
Mojon,2021,November,3
Namayan,2021,November,0
Niugan,2021,November,0
Pamarawan,2021,November,4
Panasahan,2021,November,1
Pinagbakahan,2021,November,0
San Agustin,2021,November,0
San Gabriel,2021,November,0
San Juan,2021,November,0
San Pablo,2021,November,0
San Vicente,2021,November,0
Santiago,2021,November,0
Santisima Trinidad,2021,November,1
Santo Cristo,2021,November,1
Santo Niño,2021,November,0
Santo Rosario,2021,November,0
Santor,2021,November,1
Sumapang Bata,2021,November,0
Sumapang Matanda,2021,November,0
Taal,2021,November,0
Tikay,2021,November,0
Anilao,2021,December,0
Atlag,2021,December,1
Babatnin,2021,December,0
Bagna,2021,December,0
Bagong Bayan,2021,December,0
Balayong,2021,December,0
Balite,2021,December,0
Bangkal,2021,December,3
Barihan,2021,December,1
Bulihan,2021,December,0
Bungahan,2021,December,1
Caingin,2021,December,0
Calero,2021,December,0
Caliligawan,2021,December,0
Canalate,2021,December,0
Caniogan,2021,December,0
Catmon,2021,December,0
Cofradia,2021,December,0
Dakila,2021,December,0
Guinhawa,2021,December,0
Liang,2021,December,0
Ligas,2021,December,0
Longos,2021,December,1
Look 1St,2021,December,7
Look 2Nd,2021,December,0
Lugam,2021,December,1
Mabolo,2021,December,0
Mambog,2021,December,0
Masile,2021,December,0
Matimbo,2021,December,1
Mojon,2021,December,1
Namayan,2021,December,0
Niugan,2021,December,0
Pamarawan,2021,December,6
Panasahan,2021,December,1
Pinagbakahan,2021,December,0
San Agustin,2021,December,0
San Gabriel,2021,December,0
San Juan,2021,December,0
San Pablo,2021,December,0
San Vicente,2021,December,0
Santiago,2021,December,0
Santisima Trinidad,2021,December,0
Santo Cristo,2021,December,0
Santo Niño,2021,December,0
Santo Rosario,2021,December,0
Santor,2021,December,0
Sumapang Bata,2021,December,0
Sumapang Matanda,2021,December,0
Taal,2021,December,0
Tikay,2021,December,0
Anilao,2022,January,0
Atlag,2022,January,0
Babatnin,2022,January,0
Bagna,2022,January,0
Bagong Bayan,2022,January,0
Balayong,2022,January,0
Balite,2022,January,0
Bangkal,2022,January,0
Barihan,2022,January,1
Bulihan,2022,January,0
Bungahan,2022,January,0
Caingin,2022,January,0
Calero,2022,January,0
Caliligawan,2022,January,0
Canalate,2022,January,0
Caniogan,2022,January,0
Catmon,2022,January,0
Cofradia,2022,January,1
Dakila,2022,January,1
Guinhawa,2022,January,0
Liang,2022,January,0
Ligas,2022,January,0
Longos,2022,January,2
Look 1St,2022,January,1
Look 2Nd,2022,January,1
Lugam,2022,January,2
Mabolo,2022,January,0
Mambog,2022,January,0
Masile,2022,January,0
Matimbo,2022,January,0
Mojon,2022,January,0
Namayan,2022,January,0
Niugan,2022,January,0
Pamarawan,2022,January,0
Panasahan,2022,January,1
Pinagbakahan,2022,January,1
San Agustin,2022,January,0
San Gabriel,2022,January,0
San Juan,2022,January,1
San Pablo,2022,January,0
San Vicente,2022,January,0
Santiago,2022,January,0
Santisima Trinidad,2022,January,0
Santo Cristo,2022,January,0
Santo Niño,2022,January,0
Santo Rosario,2022,January,0
Santor,2022,January,0
Sumapang Bata,2022,January,0
Sumapang Matanda,2022,January,0
Taal,2022,January,0
Tikay,2022,January,0
Anilao,2022,February,0
Atlag,2022,February,0
Babatnin,2022,February,0
Bagna,2022,February,0
Bagong Bayan,2022,February,0
Balayong,2022,February,0
Balite,2022,February,0
Bangkal,2022,February,0
Barihan,2022,February,2
Bulihan,2022,February,0
Bungahan,2022,February,3
Caingin,2022,February,1
Calero,2022,February,0
Caliligawan,2022,February,0
Canalate,2022,February,0
Caniogan,2022,February,0
Catmon,2022,February,0
Cofradia,2022,February,0
Dakila,2022,February,0
Guinhawa,2022,February,0
Liang,2022,February,0
Ligas,2022,February,0
Longos,2022,February,0
Look 1St,2022,February,1
Look 2Nd,2022,February,0
Lugam,2022,February,2
Mabolo,2022,February,0
Mambog,2022,February,0
Masile,2022,February,0
Matimbo,2022,February,0
Mojon,2022,February,2
Namayan,2022,February,0
Niugan,2022,February,0
Pamarawan,2022,February,0
Panasahan,2022,February,0
Pinagbakahan,2022,February,0
San Agustin,2022,February,0
San Gabriel,2022,February,0
San Juan,2022,February,1
San Pablo,2022,February,0
San Vicente,2022,February,0
Santiago,2022,February,0
Santisima Trinidad,2022,February,0
Santo Cristo,2022,February,0
Santo Niño,2022,February,0
Santo Rosario,2022,February,1
Santor,2022,February,1
Sumapang Bata,2022,February,2
Sumapang Matanda,2022,February,3
Taal,2022,February,0
Tikay,2022,February,1
Anilao,2022,March,0
Atlag,2022,March,0
Babatnin,2022,March,0
Bagna,2022,March,0
Bagong Bayan,2022,March,1
Balayong,2022,March,0
Balite,2022,March,0
Bangkal,2022,March,0
Barihan,2022,March,5
Bulihan,2022,March,0
Bungahan,2022,March,0
Caingin,2022,March,0
Calero,2022,March,0
Caliligawan,2022,March,0
Canalate,2022,March,0
Caniogan,2022,March,0
Catmon,2022,March,0
Cofradia,2022,March,0
Dakila,2022,March,0
Guinhawa,2022,March,0
Liang,2022,March,0
Ligas,2022,March,0
Longos,2022,March,1
Look 1St,2022,March,1
Look 2Nd,2022,March,0
Lugam,2022,March,0
Mabolo,2022,March,0
Mambog,2022,March,0
Masile,2022,March,0
Matimbo,2022,March,0
Mojon,2022,March,3
Namayan,2022,March,0
Niugan,2022,March,0
Pamarawan,2022,March,0
Panasahan,2022,March,2
Pinagbakahan,2022,March,0
San Agustin,2022,March,0
San Gabriel,2022,March,0
San Juan,2022,March,2
San Pablo,2022,March,0
San Vicente,2022,March,0
Santiago,2022,March,0
Santisima Trinidad,2022,March,0
Santo Cristo,2022,March,0
Santo Niño,2022,March,0
Santo Rosario,2022,March,1
Santor,2022,March,0
Sumapang Bata,2022,March,1
Sumapang Matanda,2022,March,1
Taal,2022,March,0
Tikay,2022,March,0
Anilao,2022,April,0
Atlag,2022,April,0
Babatnin,2022,April,0
Bagna,2022,April,0
Bagong Bayan,2022,April,0
Balayong,2022,April,1
Balite,2022,April,0
Bangkal,2022,April,0
Barihan,2022,April,1
Bulihan,2022,April,1
Bungahan,2022,April,0
Caingin,2022,April,0
Calero,2022,April,0
Caliligawan,2022,April,0
Canalate,2022,April,0
Caniogan,2022,April,0
Catmon,2022,April,0
Cofradia,2022,April,0
Dakila,2022,April,0
Guinhawa,2022,April,0
Liang,2022,April,0
Ligas,2022,April,0
Longos,2022,April,1
Look 1St,2022,April,0
Look 2Nd,2022,April,0
Lugam,2022,April,0
Mabolo,2022,April,0
Mambog,2022,April,0
Masile,2022,April,0
Matimbo,2022,April,0
Mojon,2022,April,3
Namayan,2022,April,0
Niugan,2022,April,0
Pamarawan,2022,April,0
Panasahan,2022,April,0
Pinagbakahan,2022,April,0
San Agustin,2022,April,0
San Gabriel,2022,April,0
San Juan,2022,April,0
San Pablo,2022,April,0
San Vicente,2022,April,0
Santiago,2022,April,0
Santisima Trinidad,2022,April,0
Santo Cristo,2022,April,1
Santo Niño,2022,April,1
Santo Rosario,2022,April,0
Santor,2022,April,1
Sumapang Bata,2022,April,1
Sumapang Matanda,2022,April,0
Taal,2022,April,0
Tikay,2022,April,1
Anilao,2022,May,0
Atlag,2022,May,0
Babatnin,2022,May,0
Bagna,2022,May,0
Bagong Bayan,2022,May,1
Balayong,2022,May,0
Balite,2022,May,0
Bangkal,2022,May,0
Barihan,2022,May,1
Bulihan,2022,May,2
Bungahan,2022,May,1
Caingin,2022,May,0
Calero,2022,May,0
Caliligawan,2022,May,0
Canalate,2022,May,0
Caniogan,2022,May,0
Catmon,2022,May,0
Cofradia,2022,May,0
Dakila,2022,May,0
Guinhawa,2022,May,0
Liang,2022,May,0
Ligas,2022,May,0
Longos,2022,May,1
Look 1St,2022,May,0
Look 2Nd,2022,May,0
Lugam,2022,May,0
Mabolo,2022,May,1
Mambog,2022,May,0
Masile,2022,May,0
Matimbo,2022,May,0
Mojon,2022,May,3
Namayan,2022,May,0
Niugan,2022,May,0
Pamarawan,2022,May,1
Panasahan,2022,May,1
Pinagbakahan,2022,May,2
San Agustin,2022,May,0
San Gabriel,2022,May,0
San Juan,2022,May,1
San Pablo,2022,May,1
San Vicente,2022,May,0
Santiago,2022,May,0
Santisima Trinidad,2022,May,0
Santo Cristo,2022,May,0
Santo Niño,2022,May,0
Santo Rosario,2022,May,3
Santor,2022,May,0
Sumapang Bata,2022,May,0
Sumapang Matanda,2022,May,1
Taal,2022,May,0
Tikay,2022,May,0
Anilao,2022,June,0
Atlag,2022,June,0
Babatnin,2022,June,1
Bagna,2022,June,1
Bagong Bayan,2022,June,4
Balayong,2022,June,0
Balite,2022,June,9
Bangkal,2022,June,2
Barihan,2022,June,3
Bulihan,2022,June,13
Bungahan,2022,June,1
Caingin,2022,June,1
Calero,2022,June,0
Caliligawan,2022,June,0
Canalate,2022,June,0
Caniogan,2022,June,5
Catmon,2022,June,0
Cofradia,2022,June,4
Dakila,2022,June,3
Guinhawa,2022,June,1
Liang,2022,June,1
Ligas,2022,June,6
Longos,2022,June,7
Look 1St,2022,June,5
Look 2Nd,2022,June,0
Lugam,2022,June,0
Mabolo,2022,June,2
Mambog,2022,June,0
Masile,2022,June,0
Matimbo,2022,June,1
Mojon,2022,June,10
Namayan,2022,June,0
Niugan,2022,June,0
Pamarawan,2022,June,1
Panasahan,2022,June,2
Pinagbakahan,2022,June,0
San Agustin,2022,June,0
San Gabriel,2022,June,0
San Juan,2022,June,0
San Pablo,2022,June,2
San Vicente,2022,June,2
Santiago,2022,June,1
Santisima Trinidad,2022,June,1
Santo Cristo,2022,June,7
Santo Niño,2022,June,1
Santo Rosario,2022,June,6
Santor,2022,June,1
Sumapang Bata,2022,June,1
Sumapang Matanda,2022,June,3
Taal,2022,June,0
Tikay,2022,June,7
Anilao,2022,July,0
Atlag,2022,July,3
Babatnin,2022,July,0
Bagna,2022,July,1
Bagong Bayan,2022,July,1
Balayong,2022,July,3
Balite,2022,July,1
Bangkal,2022,July,0
Barihan,2022,July,2
Bulihan,2022,July,11
Bungahan,2022,July,0
Caingin,2022,July,0
Calero,2022,July,0
Caliligawan,2022,July,0
Canalate,2022,July,2
Caniogan,2022,July,4
Catmon,2022,July,0
Cofradia,2022,July,3
Dakila,2022,July,7
Guinhawa,2022,July,3
Liang,2022,July,0
Ligas,2022,July,9
Longos,2022,July,14
Look 1St,2022,July,9
Look 2Nd,2022,July,0
Lugam,2022,July,1
Mabolo,2022,July,5
Mambog,2022,July,0
Masile,2022,July,0
Matimbo,2022,July,4
Mojon,2022,July,23
Namayan,2022,July,0
Niugan,2022,July,0
Pamarawan,2022,July,1
Panasahan,2022,July,1
Pinagbakahan,2022,July,6
San Agustin,2022,July,1
San Gabriel,2022,July,0
San Juan,2022,July,6
San Pablo,2022,July,3
San Vicente,2022,July,1
Santiago,2022,July,3
Santisima Trinidad,2022,July,0
Santo Cristo,2022,July,4
Santo Niño,2022,July,0
Santo Rosario,2022,July,4
Santor,2022,July,4
Sumapang Bata,2022,July,3
Sumapang Matanda,2022,July,4
Taal,2022,July,0
Tikay,2022,July,11
Anilao,2022,August,3
Atlag,2022,August,3
Babatnin,2022,August,0
Bagna,2022,August,1
Bagong Bayan,2022,August,0
Balayong,2022,August,0
Balite,2022,August,2
Bangkal,2022,August,1
Barihan,2022,August,2
Bulihan,2022,August,25
Bungahan,2022,August,2
Caingin,2022,August,4
Calero,2022,August,0
Caliligawan,2022,August,0
Canalate,2022,August,1
Caniogan,2022,August,15
Catmon,2022,August,3
Cofradia,2022,August,1
Dakila,2022,August,3
Guinhawa,2022,August,7
Liang,2022,August,0
Ligas,2022,August,5
Longos,2022,August,15
Look 1St,2022,August,9
Look 2Nd,2022,August,2
Lugam,2022,August,4
Mabolo,2022,August,9
Mambog,2022,August,2
Masile,2022,August,0
Matimbo,2022,August,7
Mojon,2022,August,29
Namayan,2022,August,0
Niugan,2022,August,0
Pamarawan,2022,August,0
Panasahan,2022,August,6
Pinagbakahan,2022,August,10
San Agustin,2022,August,0
San Gabriel,2022,August,3
San Juan,2022,August,5
San Pablo,2022,August,2
San Vicente,2022,August,0
Santiago,2022,August,3
Santisima Trinidad,2022,August,4
Santo Cristo,2022,August,1
Santo Niño,2022,August,0
Santo Rosario,2022,August,6
Santor,2022,August,13
Sumapang Bata,2022,August,5
Sumapang Matanda,2022,August,10
Taal,2022,August,0
Tikay,2022,August,16
Anilao,2022,September,1
Atlag,2022,September,2
Babatnin,2022,September,0
Bagna,2022,September,1
Bagong Bayan,2022,September,2
Balayong,2022,September,0
Balite,2022,September,1
Bangkal,2022,September,1
Barihan,2022,September,2
Bulihan,2022,September,14
Bungahan,2022,September,3
Caingin,2022,September,6
Calero,2022,September,0
Caliligawan,2022,September,0
Canalate,2022,September,2
Caniogan,2022,September,3
Catmon,2022,September,1
Cofradia,2022,September,1
Dakila,2022,September,2
Guinhawa,2022,September,2
Liang,2022,September,0
Ligas,2022,September,3
Longos,2022,September,10
Look 1St,2022,September,6
Look 2Nd,2022,September,0
Lugam,2022,September,4
Mabolo,2022,September,0
Mambog,2022,September,1
Masile,2022,September,0
Matimbo,2022,September,5
Mojon,2022,September,11
Namayan,2022,September,0
Niugan,2022,September,0
Pamarawan,2022,September,0
Panasahan,2022,September,14
Pinagbakahan,2022,September,3
San Agustin,2022,September,0
San Gabriel,2022,September,0
San Juan,2022,September,2
San Pablo,2022,September,4
San Vicente,2022,September,1
Santiago,2022,September,0
Santisima Trinidad,2022,September,6
Santo Cristo,2022,September,2
Santo Niño,2022,September,0
Santo Rosario,2022,September,4
Santor,2022,September,2
Sumapang Bata,2022,September,2
Sumapang Matanda,2022,September,7
Taal,2022,September,2
Tikay,2022,September,11
Anilao,2022,October,0
Atlag,2022,October,2
Babatnin,2022,October,0
Bagna,2022,October,2
Bagong Bayan,2022,October,0
Balayong,2022,October,0
Balite,2022,October,0
Bangkal,2022,October,4
Barihan,2022,October,2
Bulihan,2022,October,3
Bungahan,2022,October,0
Caingin,2022,October,1
Calero,2022,October,0
Caliligawan,2022,October,0
Canalate,2022,October,0
Caniogan,2022,October,1
Catmon,2022,October,1
Cofradia,2022,October,1
Dakila,2022,October,0
Guinhawa,2022,October,3
Liang,2022,October,0
Ligas,2022,October,0
Longos,2022,October,9
Look 1St,2022,October,1
Look 2Nd,2022,October,0
Lugam,2022,October,4
Mabolo,2022,October,0
Mambog,2022,October,0
Masile,2022,October,0
Matimbo,2022,October,1
Mojon,2022,October,3
Namayan,2022,October,0
Niugan,2022,October,0
Pamarawan,2022,October,0
Panasahan,2022,October,2
Pinagbakahan,2022,October,0
San Agustin,2022,October,0
San Gabriel,2022,October,0
San Juan,2022,October,0
San Pablo,2022,October,1
San Vicente,2022,October,0
Santiago,2022,October,0
Santisima Trinidad,2022,October,0
Santo Cristo,2022,October,0
Santo Niño,2022,October,0
Santo Rosario,2022,October,1
Santor,2022,October,1
Sumapang Bata,2022,October,1
Sumapang Matanda,2022,October,4
Taal,2022,October,1
Tikay,2022,October,3
Anilao,2022,November,0
Atlag,2022,November,0
Babatnin,2022,November,0
Bagna,2022,November,1
Bagong Bayan,2022,November,0
Balayong,2022,November,0
Balite,2022,November,0
Bangkal,2022,November,2
Barihan,2022,November,0
Bulihan,2022,November,3
Bungahan,2022,November,0
Caingin,2022,November,3
Calero,2022,November,0
Caliligawan,2022,November,0
Canalate,2022,November,0
Caniogan,2022,November,2
Catmon,2022,November,1
Cofradia,2022,November,1
Dakila,2022,November,0
Guinhawa,2022,November,0
Liang,2022,November,0
Ligas,2022,November,0
Longos,2022,November,6
Look 1St,2022,November,2
Look 2Nd,2022,November,0
Lugam,2022,November,0
Mabolo,2022,November,0
Mambog,2022,November,0
Masile,2022,November,0
Matimbo,2022,November,1
Mojon,2022,November,3
Namayan,2022,November,0
Niugan,2022,November,0
Pamarawan,2022,November,0
Panasahan,2022,November,0
Pinagbakahan,2022,November,1
San Agustin,2022,November,1
San Gabriel,2022,November,0
San Juan,2022,November,1
San Pablo,2022,November,3
San Vicente,2022,November,0
Santiago,2022,November,0
Santisima Trinidad,2022,November,0
Santo Cristo,2022,November,0
Santo Niño,2022,November,0
Santo Rosario,2022,November,0
Santor,2022,November,3
Sumapang Bata,2022,November,0
Sumapang Matanda,2022,November,0
Taal,2022,November,0
Tikay,2022,November,0
Anilao,2022,December,0
Atlag,2022,December,1
Babatnin,2022,December,0
Bagna,2022,December,2
Bagong Bayan,2022,December,1
Balayong,2022,December,0
Balite,2022,December,2
Bangkal,2022,December,0
Barihan,2022,December,1
Bulihan,2022,December,1
Bungahan,2022,December,0
Caingin,2022,December,0
Calero,2022,December,0
Caliligawan,2022,December,0
Canalate,2022,December,1
Caniogan,2022,December,0
Catmon,2022,December,2
Cofradia,2022,December,0
Dakila,2022,December,1
Guinhawa,2022,December,0
Liang,2022,December,0
Ligas,2022,December,1
Longos,2022,December,8
Look 1St,2022,December,0
Look 2Nd,2022,December,1
Lugam,2022,December,1
Mabolo,2022,December,0
Mambog,2022,December,0
Masile,2022,December,0
Matimbo,2022,December,0
Mojon,2022,December,2
Namayan,2022,December,0
Niugan,2022,December,0
Pamarawan,2022,December,0
Panasahan,2022,December,2
Pinagbakahan,2022,December,0
San Agustin,2022,December,0
San Gabriel,2022,December,0
San Juan,2022,December,0
San Pablo,2022,December,0
San Vicente,2022,December,1
Santiago,2022,December,0
Santisima Trinidad,2022,December,0
Santo Cristo,2022,December,0
Santo Niño,2022,December,0
Santo Rosario,2022,December,0
Santor,2022,December,1
Sumapang Bata,2022,December,0
Sumapang Matanda,2022,December,0
Taal,2022,December,0
Tikay,2022,December,0
Anilao,2023,January,0
Atlag,2023,January,10
Babatnin,2023,January,0
Bagna,2023,January,0
Bagong Bayan,2023,January,0
Balayong,2023,January,0
Balite,2023,January,0
Bangkal,2023,January,0
Barihan,2023,January,1
Bulihan,2023,January,5
Bungahan,2023,January,0
Caingin,2023,January,0
Calero,2023,January,0
Caliligawan,2023,January,0
Canalate,2023,January,1
Caniogan,2023,January,0
Catmon,2023,January,0
Cofradia,2023,January,0
Dakila,2023,January,0
Guinhawa,2023,January,0
Liang,2023,January,0
Ligas,2023,January,0
Longos,2023,January,5
Look 1St,2023,January,1
Look 2Nd,2023,January,0
Lugam,2023,January,1
Mabolo,2023,January,0
Mambog,2023,January,1
Masile,2023,January,0
Matimbo,2023,January,1
Mojon,2023,January,8
Namayan,2023,January,0
Niugan,2023,January,0
Pamarawan,2023,January,1
Panasahan,2023,January,2
Pinagbakahan,2023,January,5
San Agustin,2023,January,0
San Gabriel,2023,January,0
San Juan,2023,January,1
San Pablo,2023,January,0
San Vicente,2023,January,0
Santiago,2023,January,0
